R61492,R614,1179, 3.05372000000000E+0004,4
R61494,R614,1178, 3.29217500000000E+0004,4
R616,R6,1019, 4.83543300000000E+0004,3
R6162,R616,997, 2.93689000000001E+0003,4
R61622,R6162,951, 2.10123000000001E+0003,5
R6164,R616,950, 7.57337000000002E+0003,4
R61642,R6164,895, 4.76654000000001E+0003,5
R61644,R6164,836, 6.60205000000002E+0003,5
R6166,R616,896, 1.24383800000000E+0004,4
R61662,R6166,812, 4.78316000000000E+0003,5
R61672,R616,813, 1.45126200000000E+0004,4
R6168,R616,799, 1.59241800000000E+0004,4
R61692,R616,791, 2.08670900000000E+0004,4
R6172,R6,998, 5.32107900000000E+0004,3
R61722,R6172,987, 2.80001999999999E+0003,4
R61724,R6172,933, 4.21794000000000E+0003,4
R61732,R6,996, 5.39848500000000E+0004,3
R61734,R6,994, 5.76129200000000E+0004,3
R61736,R6,981, 6.50843500000000E+0004,3
R61738,R6,919, 6.77889900000000E+0004,3
R6174,R6,878, 6.92626200000000E+0004,3
R61742,R6174,859, 3.73853000000000E+0003,4
R61744,R6174,807, 4.46670000000001E+0003,4
R617442,R61744,795, 7.26387000000000E+0003,5
R617512,R6,860, 7.22775300000000E+0004,3
R61752,R6,881, 7.44730500000000E+0004,3
R617532,R6,964, 8.05166500000000E+0004,3
R6175322,R617532,988, 1.52795000000001E+0003,4
R61754,R6,967, 8.13797400000000E+0004,3
R61756,R6,992, 8.66239300000000E+0004,3
R617562,R61756,1105, 6.54197000000000E+0003,4
R61758,R6,993, 8.69218100000000E+0004,3
R617582,R61758,1095, 7.54554999999999E+0003,4
R617584,R61758,1109, 9.40769000000000E+0003,4
R6176,R6,990, 9.45112700000000E+0004,3
R61762,R6176,903, 1.27193900000000E+0004,4
